iter	Logloss
0	0.4149123724
1	0.2656505983
2	0.1894055052
3	0.1523370353
4	0.1338319469
5	0.1206673115
6	0.11177192
7	0.1073134839
8	0.1036367551
9	0.1005754603
10	0.09809008837
11	0.09660770075
12	0.09532876986
13	0.09413156155
14	0.09294774009
15	0.09219610424
16	0.09185637925
17	0.0909187982
18	0.09007752569
19	0.08973668158
20	0.08936909935
21	0.08883562285
22	0.08801701634
23	0.08705119513
24	0.08639157836
25	0.08596084153
26	0.08574312398
27	0.08548764913
28	0.08457434126
29	0.08417991465
30	0.0837681623
31	0.08328545416
32	0.08275722652
33	0.0825201022
34	0.08214815826
35	0.08185349886
36	0.08138012178
37	0.08135911274
38	0.08134612622
39	0.08091432834
40	0.08043618262
41	0.08014856627
42	0.08013940907
43	0.07983005258
44	0.07955966587
45	0.07938795252
46	0.07898335664
47	0.07866880042
48	0.07861371368
49	0.07825948009
50	0.07824933613
51	0.07797139396
52	0.07779554847
53	0.0774039042
54	0.07720335418
55	0.07706207826
56	0.07705226305
57	0.07704492541
58	0.07685045772
59	0.07662003989
60	0.07641474613
61	0.07626407134
62	0.07604877986
63	0.07538052269
64	0.07503074147
65	0.07471391935
66	0.07447285505
67	0.07434969773
68	0.07434228792
69	0.07406176063
70	0.07405220161
71	0.0736187624
72	0.07336172643
73	0.07315035214
74	0.07282587019
75	0.07264700177
76	0.07248228337
77	0.07232209504
78	0.07202214483
79	0.07186554637
80	0.07139693959
81	0.07104320192
82	0.07086382827
83	0.07047673656
84	0.07033240047
85	0.07004601904
86	0.0697586496
87	0.06957428921
88	0.06954600477
89	0.06953835685
90	0.06953161056
91	0.0695289986
92	0.06936071139
93	0.06903023549
94	0.06868535564
95	0.06853073127
96	0.0683897457
97	0.06838494675
98	0.06785455023
99	0.06755980815
100	0.06719517067
101	0.06709378774
102	0.0666330638
103	0.06620874466
104	0.06605999417
105	0.06588985876
106	0.06559830981
107	0.06537744013
108	0.06524638217
109	0.06518181132
110	0.06476205686
111	0.0646344987
112	0.06429602394
113	0.0641044188
114	0.06379421732
115	0.06371308238
116	0.06319135046
117	0.06293239486
118	0.0626522585
119	0.06254561561
120	0.06231470399
121	0.06217751067
122	0.06181533655
123	0.06164915342
124	0.06161119672
125	0.06154673966
126	0.06125959424
127	0.06114631658
128	0.06103250219
129	0.06091162735
130	0.06069378989
131	0.06040384038
132	0.06028057063
133	0.06015934577
134	0.06015614938
135	0.05995883351
136	0.05987405219
137	0.05987061308
138	0.05974326413
139	0.05962973583
140	0.05962845967
141	0.05949565224
142	0.05938767122
143	0.05927128339
144	0.0592706463
145	0.05918344725
146	0.0589535137
147	0.05887244259
148	0.05873619613
149	0.05859730758
150	0.05851684922
151	0.0584863261
152	0.058395841
153	0.05836239045
154	0.05794006442
155	0.05793646956
156	0.05778435902
157	0.05777910392
158	0.05769978856
159	0.05769357453
160	0.05760272217
161	0.05759963169
162	0.05745190362
163	0.05738299699
164	0.05738083583
165	0.05737746104
166	0.05729573579
167	0.05714821428
168	0.05707384687
169	0.05696088059
170	0.05695817056
171	0.05695765407
172	0.05690707757
173	0.05680529176
174	0.05669267038
175	0.05669174651
176	0.05657238613
177	0.05651356718
178	0.05643691379
179	0.0561919657
180	0.05597624352
181	0.05597550892
182	0.05570238536
183	0.0555070451
184	0.05544424637
185	0.05529704285
186	0.055209132
187	0.05510859083
188	0.05510638514
189	0.05510608577
190	0.05496166153
191	0.0549309506
192	0.05492887607
193	0.05479377738
194	0.0547931656
195	0.05471799059
196	0.05471708511
197	0.05464773872
198	0.05460146305
199	0.05450224678
200	0.05446577541
201	0.05437401358
202	0.05435241309
203	0.05435179447
204	0.05424188627
205	0.05421153694
206	0.05407565831
207	0.05407473025
208	0.05399903621
209	0.05390143115
210	0.05390067433
211	0.05383070244
212	0.05382983432
213	0.05378086969
214	0.05364623669
215	0.05358255883
216	0.05338866538
217	0.05335242895
218	0.05314796272
219	0.05311528616
220	0.05311490016
221	0.05279911043
222	0.05274901157
223	0.05263928307
224	0.05252470446
225	0.05228615772
226	0.05202077633
227	0.05198722874
228	0.05194751511
229	0.05180219131
230	0.05180154131
231	0.05150488712
232	0.05146607224
233	0.05132320961
234	0.0512899863
235	0.05111563089
236	0.05090014969
237	0.050795748
238	0.05068625358
239	0.05061538387
240	0.0505373963
241	0.05035991446
242	0.05032798354
243	0.05023707582
244	0.05018240709
245	0.05009001744
246	0.05007167764
247	0.05007089357
248	0.04994214669
249	0.04979653445
250	0.04978516323
251	0.04978425964
252	0.04967113449
253	0.0495416314
254	0.04946463748
255	0.0493593669
256	0.04911905584
257	0.0490303542
258	0.04877663727
259	0.04877617816
260	0.04852575623
261	0.04852558537
262	0.04843652507
263	0.04835796917
264	0.04830277704
265	0.04823958483
266	0.04814282984
267	0.04811236552
268	0.04802275099
269	0.04796948404
270	0.04780151185
271	0.04775166491
272	0.04772993446
273	0.04767558208
274	0.04767325303
275	0.04763592493
276	0.04763570743
277	0.04763391829
278	0.04757155183
279	0.04757057519
280	0.04748294686
281	0.04748281781
282	0.04741128152
283	0.04740621124
284	0.04726135809
285	0.04719658711
286	0.04716349196
287	0.04702028689
288	0.0469276803
289	0.04689206919
290	0.0468828639
291	0.0468824546
292	0.04679660907
293	0.04679434797
294	0.04672847104
295	0.04670874355
296	0.04656729336
297	0.04656622455
298	0.04647310507
299	0.04637732218
300	0.0463767761
301	0.04636104242
302	0.04633554107
303	0.0463352519
304	0.04623699439
305	0.04623624246
306	0.0461106484
307	0.04610943416
308	0.04598709797
309	0.04592155305
310	0.04585032424
311	0.04578382736
312	0.045741019
313	0.04574051183
314	0.04567056562
315	0.04559861021
316	0.0455222796
317	0.04551618366
318	0.04545718473
319	0.04545580986
320	0.04545515249
321	0.04537473272
322	0.0453508041
323	0.04535033265
324	0.04534615353
325	0.04529287191
326	0.04506994001
327	0.04506488711
328	0.04501670242
329	0.04501446397
330	0.0449284118
331	0.04484177086
332	0.04483026093
333	0.04482970974
334	0.0448277465
335	0.04474169513
336	0.0446911015
337	0.04462350695
338	0.04462287101
339	0.04460828107
340	0.04457548961
341	0.04457507405
342	0.04457463251
343	0.04454605308
344	0.04438681768
345	0.04435622579
346	0.04430927175
347	0.04421724199
348	0.04420226904
349	0.04414558264
350	0.0441435487
351	0.04408921389
352	0.04403703216
353	0.04403373642
354	0.04385572124
355	0.04354269288
356	0.04343895705
357	0.04329249486
358	0.04329192527
359	0.04319014805
360	0.04307104159
361	0.04301493828
362	0.04295213819
363	0.04294983947
364	0.0429494178
365	0.04290521221
366	0.04270907825
367	0.04266766456
368	0.04255036268
369	0.04240989426
370	0.04232894576
371	0.04232850313
372	0.04220358818
373	0.04213548104
374	0.04207053164
375	0.0420698816
376	0.04202162674
377	0.04202096857
378	0.04190975688
379	0.04190567381
380	0.04183952713
381	0.04167273777
382	0.04158647876
383	0.04158306905
384	0.04153580409
385	0.04153552957
386	0.04141261597
387	0.04121369755
388	0.0411229405
389	0.04112259081
390	0.04080271077
391	0.04064942264
392	0.04053664081
393	0.04049862208
394	0.04047292783
395	0.04046324107
396	0.04039287236
397	0.04038876041
398	0.04033522869
399	0.04033356808
400	0.04033318513
401	0.0402501617
402	0.04024967397
403	0.04024875999
404	0.04012716946
405	0.04012686103
406	0.04005598983
407	0.04005189466
408	0.0400514006
409	0.04005099533
410	0.03997669963
411	0.03989100528
412	0.03969236954
413	0.03969199619
414	0.03952240873
415	0.03949610008
416	0.03949564724
417	0.03949517302
418	0.03948834448
419	0.03944692127
420	0.0394465833
421	0.03932826872
422	0.03932809173
423	0.03930755095
424	0.03930443593
425	0.03918052356
426	0.03918024192
427	0.03911817176
428	0.03910092946
429	0.03909982132
430	0.03909331443
431	0.03909156456
432	0.0390581145
433	0.03905782009
434	0.03901394585
435	0.0389597067
436	0.03894303364
437	0.03889348695
438	0.03889305339
439	0.03889277134
440	0.03889245965
441	0.03881536143
442	0.03878404231
443	0.03876103897
444	0.03871681831
445	0.03862580505
446	0.03855507496
447	0.03851547006
448	0.038387661
449	0.03838732335
450	0.0383868944
451	0.03835049912
452	0.03834993536
453	0.03824970592
454	0.03823431437
455	0.03819024247
456	0.03814006351
457	0.03813981938
458	0.03808815059
459	0.03803753899
460	0.03803718952
461	0.03803298805
462	0.03803261788
463	0.03796696982
464	0.03795325139
465	0.03795313803
466	0.03786508658
467	0.03785128094
468	0.0378070332
469	0.03770301842
470	0.037702478
471	0.03770230921
472	0.0377020205
473	0.03770177741
474	0.03760659365
475	0.03760641727
476	0.03755143719
477	0.03751783334
478	0.03742574302
479	0.03734470143
480	0.03732176747
481	0.03732027748
482	0.03723198512
483	0.0372317932
484	0.03721985841
485	0.0372196046
486	0.0372192897
487	0.03712100818
488	0.03701290338
489	0.03697598263
490	0.03693598553
491	0.03688439127
492	0.03676576609
493	0.03676551997
494	0.03669616974
495	0.03661877075
496	0.03653993542
497	0.03649142427
498	0.03633930285
499	0.03632642049
